university,cipher,prof,doc,proc,stat,akred,date
"Русенски университет ""Ангел Кънчев""",4.5,Математика,Математическо моделиране и приложение на математиката ,програмна акредитация - докторска програма,дава акредитация,9.47,3.10.2022
"Русенски университет ""Ангел Кънчев""",4.6,Информатика и компютърни науки,Информатика,програмна акредитация - докторска програма,дава акредитация,9.43,3.10.2022
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,Металознание и термична обработка на металите,програмна акредитация - докторска програма,дава акредитация,няма информация,3.12.2016
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,Механизация и електрификация на животновъдството,програмна акредитация - докторска програма,дава акредитация,9.33,29.5.2020
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,Механизация и електрификация на растениевъдството,програмна акредитация - докторска програма,дава акредитация,9.5,29.5.2020
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,Подемно-транспортни машини,програмна акредитация - докторска програма,дава акредитация,9.37,25.9.2020
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,Промишлена топлотехника,програмна акредитация - докторска програма,дава акредитация,9.35,25.9.2020
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,Рязане на материалите и режещи инструменти,програмна акредитация - докторска програма,дава акредитация,няма информация,18.2.2017
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,Системи и устройства за опазване на околната среда,програмна акредитация - докторска програма,дава акредитация,9.53,25.9.2020
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,"Теория на механизмите, машините и автоматичните линии",програмна акредитация - докторска програма,дава акредитация,9.33,25.9.2020
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,"Технологии, машини и системи за обработка чрез пластично деформиране",програмна акредитация - докторска програма,дава акредитация,няма информация,18.2.2017
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,Технология на машиностроенето,програмна акредитация - докторска програма,дава акредитация,няма информация,18.2.2017
"Русенски университет ""Ангел Кънчев""",5.1,Машинно инженерство,"Хидравлични машини, системи и хидро механика",програмна акредитация - докторска програма,дава акредитация,9.3,25.9.2020
"Русенски университет ""Ангел Кънчев""",5.13,Общо инженерство,Ергономия и промишлен дизайн,програмна акредитация - докторска програма,дава акредитация,9.58,15.12.2023
"Русенски университет ""Ангел Кънчев""",5.13,Общо инженерство,Метрология и метрологично осигуряване,програмна акредитация - докторска програма,дава акредитация,9.27,25.9.2020
"Русенски университет ""Ангел Кънчев""",5.2,"Електротехника, електроника и автоматика",Автоматизация на производството,програмна акредитация - докторска програма,дава акредитация,9.5,17.7.2021
"Русенски университет ""Ангел Кънчев""",5.2,"Електротехника, електроника и автоматика",Електронизация,програмна акредитация - докторска програма,дава акредитация,9.52,17.7.2021
"Русенски университет ""Ангел Кънчев""",5.2,"Електротехника, електроника и автоматика",Електроснабдяване и електрообзавеждане,програмна акредитация - докторска програма,дава акредитация,9.52,17.7.2021
"Русенски университет ""Ангел Кънчев""",5.3,Комуникационна и компютърна техника,Автоматизация на обекти от нематериалната сфера (по отрасли),програмна акредитация - докторска програма,дава акредитация,9.34,17.6.2022
"Русенски университет ""Ангел Кънчев""",5.3,Комуникационна и компютърна техника,Автоматизирани системи за обработка на информация и управление  (по отрасли),програмна акредитация - докторска програма,дава акредитация,9.14,7.6.2022
"Русенски университет ""Ангел Кънчев""",5.3,Комуникационна и компютърна техника,Комуникационни мрежи и системи,програмна акредитация - докторска програма,дава акредитация,9.38,17.6.2022
"Русенски университет ""Ангел Кънчев""",5.3,Комуникационна и компютърна техника,Теоретични основи на комуникационната техника,програмна акредитация - докторска програма,дава акредитация,9.15,15.12.2023
"Русенски университет ""Ангел Кънчев""",5.5,"Транспорт, корабоплаване и авиация","Автомобили, трактори и кари",програмна акредитация - докторска програма,дава акредитация,9.4,7.12.2024
"Русенски университет ""Ангел Кънчев""",5.5,"Транспорт, корабоплаване и авиация",Двигатели с вътрешно горене,програмна акредитация - докторска програма,дава акредитация,9.35,7.12.2024
"Русенски университет ""Ангел Кънчев""",5.5,"Транспорт, корабоплаване и авиация",Машинознание и машинни елементи,програмна акредитация - докторска програма,дава акредитация,9.32,25.1.2025
"Русенски университет ""Ангел Кънчев""",5.5,"Транспорт, корабоплаване и авиация",Системи и технологии на транспорта за опазване на околната среда,програмна акредитация - докторска програма,дава акредитация,9.4,12.9.2019
"Русенски университет ""Ангел Кънчев""",5.5,"Транспорт, корабоплаване и авиация",Управление и организация на автомобилния транспорт,програмна акредитация - докторска програма,дава акредитация,9.51,7.12.2024
"Софийски университет ""Св. Климент Охридски""",1.1,Теория и управление на образованието,Образователен мениджмънт,програмна акредитация - докторска програма,дава акредитация,9.42,12.5.2021
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,Гражданско образование,програмна акредитация - докторска програма,дава акредитация,9.3,15.11.2022
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,История на педагогиката и българското образование,програмна акредитация - докторска програма,дава акредитация,9.74,27.10.2021
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,Логопедия,програмна акредитация - докторска програма,дава акредитация,9.52,29.11.2022
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,Медийна педагогика,програмна акредитация - докторска програма,дава акредитация,9.64,15.11.2022
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,Начална училищна педагогика,програмна акредитация - докторска програма,дава акредитация,8.52,29.11.2021
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,Предучилищна педагогика,програмна акредитация - докторска програма,дава акредитация,9.6,29.11.2022
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,Социална педагогика,програмна акредитация - докторска програма,дава акредитация,9.56,29.11.2022
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,Специална педагогика,програмна акредитация - докторска програма,дава акредитация,9.62,29.11.2022
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,Сравнително образование,програмна акредитация - докторска програма,дава акредитация,9.62,15.11.2022
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,Теория на възпитанието и дидактиката (ФНПП),програмна акредитация - докторска програма,дава акредитация,9.58,15.11.2022
"Софийски университет ""Св. Климент Охридски""",1.2,Педагогика,Теория на възпитанието и дидактиката (ФП),програмна акредитация - докторска програма,дава акредитация,9.8,27.10.2021
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението в детската градина и началното училище по български език и литература,програмна акредитация - докторска програма,дава акредитация,8.59,9.5.2022
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,"Методика на обучението в детската градина и началното училище по български език и литература, по математика и информационни технологии, по физическо възпитание и спорт, по родинознание и природознание, по техника и технологии, по чужд език; методика на обучението по музика; методика на обучението по изобразително изкуство",програмна акредитация - докторска програма,дава акредитация,няма информация,28.4.2017
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението в детската градина и началното училище по домашен бит и техника,програмна акредитация - докторска програма,дава акредитация,9.11,9.5.2023
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението в детската градина и началното училище по изобразително изкуство,програмна акредитация - докторска програма,дава акредитация,9.42,9.5.2023
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението в детската градина и началното училище по музика,програмна акредитация - докторска програма,дава акредитация,9.39,9.5.2023
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението в детската градина и началното училище по родинознание и природознание,програмна акредитация - докторска програма,дава акредитация,9.35,9.5.2023
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението в детската градина и началното училище по физическо възпитание и спорт,програмна акредитация - докторска програма,дава акредитация,9.02,9.5.2023
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението в детската градина и началното училище по чужд език,програмна акредитация - докторска програма,дава акредитация,8.54,9.5.2022
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението в детската градина и началното училище по математика и информационни технологии,програмна акредитация - докторска програма,дава акредитация,9.18,9.5.2023
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по биология,програмна акредитация - докторска програма,дава акредитация,9.32,20.12.2022
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по български език,програмна акредитация - докторска програма,дава акредитация,9.58,16.9.2020
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по български език и литература в началния етап на образованието,програмна акредитация - докторска програма,дава акредитация,9.36,8.5.2020
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по география,програмна акредитация - докторска програма,дава акредитация,няма информация,15.7.2017
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по литература,програмна акредитация - докторска програма,дава акредитация,9.55,16.9.2020
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по математика и информатика,програмна акредитация - докторска програма,дава акредитация,9.25,16.9.2020
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по руски език,програмна акредитация - докторска програма,дава акредитация,9.43,16.9.2020
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по физика,програмна акредитация - докторска програма,дава акредитация,9.59,30.5.2023
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по философски дисциплини,програмна акредитация - докторска програма,дава акредитация,9.34,8.5.2020
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по химия,програмна акредитация - докторска програма,дава акредитация,9.59,30.5.2023
"Софийски университет ""Св. Климент Охридски""",1.3,Педагогика на обучението по ...,Методика на обучението по чужд език,програмна акредитация - докторска програма,дава акредитация,9.53,16.9.2020
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Българска литература,програмна акредитация - докторска програма,дава акредитация,9.36,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Български език,програмна акредитация - докторска програма,дава акредитация,9.32,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Германски езици,програмна акредитация - докторска програма,дава акредитация,9.52,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,"Езици на народите на Азия, Африка и Америка",програмна акредитация - докторска програма,дава акредитация,9.48,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Ирански езици,програмна акредитация - докторска програма,дава акредитация,9.12,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Класически езици,програмна акредитация - докторска програма,дава акредитация,9.52,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,"Литература на народите на Европа, Америка, Африка, Азия и Австралия",програмна акредитация - докторска програма,дава акредитация,9.42,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Общо и сравнително езикознание,програмна акредитация - докторска програма,дава акредитация,9.46,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Романски езици,програмна акредитация - докторска програма,дава акредитация,9.26,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Руска литература,програмна акредитация - докторска програма,дава акредитация,9.34,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Семито-хамитски езици,програмна акредитация - докторска програма,дава акредитация,9.44,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Славянски езици,програмна акредитация - докторска програма,дава акредитация,9.48,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Теория и история на литературата,програмна акредитация - докторска програма,дава акредитация,9.4,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Теория и практика на превода,програмна акредитация - докторска програма,дава акредитация,9.28,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,"Тюркски, монголски езици",програмна акредитация - докторска програма,дава акредитация,9.36,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.1,Филология,Фолклористика,програмна акредитация - докторска програма,дава акредитация,9.12,25.3.2021
"Софийски университет ""Св. Климент Охридски""",2.2,История и археология,Археология,програмна акредитация - докторска програма,дава акредитация,9.38,16.3.2022
"Софийски университет ""Св. Климент Охридски""",2.2,История и археология,"Документалистика, архивистика, палеография",програмна акредитация - докторска програма,дава акредитация,9.42,16.3.2022
"Софийски университет ""Св. Климент Охридски""",2.2,История и археология,История на България,програмна акредитация - докторска програма,дава акредитация,9.52,16.3.2022
"Софийски университет ""Св. Климент Охридски""",2.2,История и археология,Нова и най-нова обща история,програмна акредитация - докторска програма,дава акредитация,9.48,16.3.2022
"Софийски университет ""Св. Климент Охридски""",2.2,История и археология,Средновековна обща история,програмна акредитация - докторска програма,дава акредитация,9.52,16.3.2022
"Софийски университет ""Св. Климент Охридски""",2.2,История и археология,Стара история,програмна акредитация - докторска програма,дава акредитация,9.38,16.3.2022
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,Естетика,програмна акредитация - докторска програма,дава акредитация,9.03,26.4.2023
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,Етика,програмна акредитация - докторска програма,дава акредитация,9.12,26.4.2023
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,История на философията,програмна акредитация - докторска програма,дава акредитация,9.44,26.4.2023
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,Логика,програмна акредитация - докторска програма,дава акредитация,9.1,26.4.2023
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,Онтология,програмна акредитация - докторска програма,дава акредитация,9.11,26.4.2023
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,Реторика,програмна акредитация - докторска програма,дава акредитация,8.63,26.4.2022
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,Теория на познанието,програмна акредитация - докторска програма,дава акредитация,9.4,26.4.2023
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,Философия,програмна акредитация - докторска програма,дава акредитация,8.77,26.4.2022
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,Философия на историята,програмна акредитация - докторска програма,дава акредитация,8.52,26.4.2022
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,"Философия на културата, политиката, правото и икономиката",програмна акредитация - докторска програма,дава акредитация,9.35,26.4.2023
"Софийски университет ""Св. Климент Охридски""",2.3,Философия,Философия на науката,програмна акредитация - докторска програма,дава акредитация,9.33,26.4.2023
"Софийски университет ""Св. Климент Охридски""",2.4,Религия и теология,Теология,програмна акредитация - докторска програма,дава акредитация,9.37,22.3.2023
"Софийски университет ""Св. Климент Охридски""",3.1,"Социология, антропология и науки за културата",Етнология,програмна акредитация - докторска програма,дава акредитация,9.22,25.5.2021
"Софийски университет ""Св. Климент Охридски""",3.1,"Социология, антропология и науки за културата",Културология,програмна акредитация - докторска програма,дава акредитация,9.24,25.5.2021
"Софийски университет ""Св. Климент Охридски""",3.1,"Социология, антропология и науки за културата",Социология,програмна акредитация - докторска програма,дава акредитация,9.1,25.5.2021
"Софийски университет ""Св. Климент Охридски""",3.2,Психология,Клинична психология,програмна акредитация - докторска програма,дава акредитация,9.2,12.1.2022
"Софийски университет ""Св. Климент Охридски""",3.2,Психология,Когнитивна психология,програмна акредитация - докторска програма,дава акредитация,9.2,9.2.2022
"Софийски университет ""Св. Климент Охридски""",3.2,Психология,Консултативна психология,програмна акредитация - докторска програма,дава акредитация,9.18,9.2.2022
"Софийски университет ""Св. Климент Охридски""",3.2,Психология,Културна и диференциална психология(на български и на английски език),програмна акредитация - докторска програма,дава акредитация,9.2,9.2.2022
"Софийски университет ""Св. Климент Охридски""",3.2,Психология,Обща психология,програмна акредитация - докторска програма,дава акредитация,9.25,12.1.2022
"Софийски университет ""Св. Климент Охридски""",3.2,Психология,Педагогическа психология,програмна акредитация - докторска програма,дава акредитация,9.4,9.2.2022
"Софийски университет ""Св. Климент Охридски""",3.2,Психология,Психология на здравето,програмна акредитация - докторска програма,дава акредитация,9.2,12.1.2022
"Софийски университет ""Св. Климент Охридски""",3.2,Психология,Психология на развитието в детска и юношеска възраст,програмна акредитация - докторска програма,дава акредитация,9.18,9.2.2022
"Софийски университет ""Св. Климент Охридски""",3.2,Психология,Социална психология,програмна акредитация - докторска програма,дава акредитация,9.38,9.2.2022
"Софийски университет ""Св. Климент Охридски""",3.2,Психология,"Трудова, организационна и икономическа психология",програмна акредитация - докторска програма,дава акредитация,9.33,9.2.2022
"Софийски университет ""Св. Климент Охридски""",3.3,Политически науки,Европеистика,програмна акредитация - докторска програма,дава акредитация,9.03,21.4.2022
"Софийски университет ""Св. Климент Охридски""",3.3,Политически науки,Международни отношения,програмна акредитация - докторска програма,дава акредитация,9.2,21.4.2022
"Софийски университет ""Св. Климент Охридски""",3.3,Политически науки,Политология,програмна акредитация - докторска програма,дава акредитация,9.5,21.4.2022
"Софийски университет ""Св. Климент Охридски""",3.3,Политически науки,Публична администрация,програмна акредитация - докторска програма,дава акредитация,9.2,21.4.2022
"Софийски университет ""Св. Климент Охридски""",3.4,Социални дейности,Социални дейности,програмна акредитация - докторска програма,дава акредитация,9.52,12.2.2020
"Софийски университет ""Св. Климент Охридски""",3.5,Обществени комуникации и информационни науки,Журналистика,програмна акредитация - докторска програма,дава акредитация,9,26.6.2019
"Софийски университет ""Св. Климент Охридски""",3.5,Обществени комуникации и информационни науки,Информационно-търсещи системи,програмна акредитация - докторска програма,дава акредитация,9.38,5.7.2023
"Софийски университет ""Св. Климент Охридски""",3.5,Обществени комуникации и информационни науки,"Книгознание, библиотекознание, библиография",програмна акредитация - докторска програма,дава акредитация,9.43,5.7.2023
"Софийски университет ""Св. Климент Охридски""",3.5,Обществени комуникации и информационни науки,Теория на научната информация,програмна акредитация - докторска програма,дава акредитация,9.42,5.7.2023
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Административно право и административен процес,програмна акредитация - докторска програма,дава акредитация,9.64,19.10.2023
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Граждански процес,програмна акредитация - докторска програма,дава акредитация,9.44,15.2.2024
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Гражданско и семейно право,програмна акредитация - докторска програма,дава акредитация,9.47,15.2.2024
"Софийски университет ""Св. Климент Охридски""",3.6,Право,"Изобретателско, авторско и патентно право",програмна акредитация - докторска програма,дава акредитация,няма информация,8.9.2017
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Информационно право,програмна акредитация - докторска програма,дава акредитация,9.35,16.1.2020
"Софийски университет ""Св. Климент Охридски""",3.6,Право,История на българската държава и право,програмна акредитация - докторска програма,дава акредитация,няма информация,20.10.2017
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Конституционно право,програмна акредитация - докторска програма,дава акредитация,9.53,19.10.2023
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Криминалистика,програмна акредитация - докторска програма,дава акредитация,9.05,19.10.2023
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Международно публично право,програмна акредитация - докторска програма,дава акредитация,8.93,19.5.2021
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Международно частно право,програмна акредитация - докторска програма,дава акредитация,9.37,15.2.2024
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Наказателен процес,програмна акредитация - докторска програма,дава акредитация,няма информация,4.10.2018
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Наказателно право,програмна акредитация - докторска програма,дава акредитация,9.59,19.10.2023
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Наказателнопроцесуално право,програмна акредитация - докторска програма,дава акредитация,9.52,15.2.2024
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Правна информатика,програмна акредитация - докторска програма,дава акредитация,9.17,16.1.2020
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Право на Европейския съюз,програмна акредитация - докторска програма,дава акредитация,8.27,19.5.2021
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Римско частно право,програмна акредитация - докторска програма,дава акредитация,9.18,16.1.2020
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Теория на държавата и правото. Политически и правни учения ,програмна акредитация - докторска програма,дава акредитация,9.49,2.11.2023
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Трудово право и обществено осигуряване,програмна акредитация - докторска програма,дава акредитация,9.46,2.11.2023
"Софийски университет ""Св. Климент Охридски""",3.6,Право,Финансово право,програмна акредитация - докторска програма,дава акредитация,9.36,16.1.2020
"Софийски университет ""Св. Климент Охридски""",3.7,Администрация и управление,Стопанско управление,програмна акредитация - докторска програма,дава акредитация,9.33,20.7.2022
"Софийски университет ""Св. Климент Охридски""",3.8,Икономика,Аналитични изследвания върху данни (DATA SCIENCE),програмна акредитация - докторска програма,дава акредитация,8.14,16.11.2022
"Софийски университет ""Св. Климент Охридски""",3.8,Икономика,Икономика и управление (индустрия),програмна акредитация - докторска програма,дава акредитация,няма информация,9.11.2016
"Софийски университет ""Св. Климент Охридски""",3.8,Икономика,Политическа икономия,програмна акредитация - докторска програма,дава акредитация,9.08,14.1.2020
"Софийски университет ""Св. Климент Охридски""",3.8,Икономика,Приложение на изчислителната техника в икономиката,програмна акредитация - докторска програма,дава акредитация,8.62,28.12.2021
"Софийски университет ""Св. Климент Охридски""",3.8,Икономика,Статистика и демография,програмна акредитация - докторска програма,дава акредитация,8.85,25.2.2020
"Софийски университет ""Св. Климент Охридски""",4.1,Физически науки,Астрономия и астрофизика,програмна акредитация - докторска програма,дава акредитация,9.58,3.6.2019
"Софийски университет ""Св. Климент Охридски""",4.1,Физически науки,Биофизика,програмна акредитация - докторска програма,дава акредитация,9.3,24.6.2019
"Софийски университет ""Св. Климент Охридски""",4.1,Физически науки,"Електрични, магнитни и оптични свойства на кондензираната материя",програмна акредитация - докторска програма,дава акредитация,9.55,15.7.2019
